Spindle_Speed,Temperature,Vibration
5024.835707650562,68.64301053902555,5.069657249533364
4993.086784941441,69.3890010738927,5.056664718507133
5032.384426905035,68.80523787790972,4.812696030838902
5076.1514928204015,70.22083609389225,5.115916844352748
4988.292331263833,72.39435706292383,4.701983464884677
4988.293152152541,68.4579156857176,4.869163134847934
5078.96064077537,72.00164099553683,4.600182437420439
5038.371736457645,68.43665585530623,5.311725303392563
4976.526280703252,68.30474557500624,4.953690101210941
5027.128002179298,71.63718923668642,5.433376806963262
4976.829115359377,71.84387275601523,5.160589985303899
4976.7135123214875,71.70281987352531,5.089619642670205
5012.098113578301,67.36840518356372,4.8827544611438
4904.33598776711,69.0680980438559,4.790729992862516
4913.754108374348,71.64597718400664,5.104594314779389
4971.885623537952,70.08308368112779,4.985697198145403
4949.358443983278,67.85261430760507,4.73214593690294
5015.712366629764,70.91663587825089,4.6966283166983365
4954.59879622394,68.57038548201706,4.808259254171284
4929.384814933235,73.58904969678443,5.364193445053246
5073.282438446077,73.08968292483652,5.442655583602261
4988.711184975673,71.20819485271113,5.040997829461782
5003.376410234397,72.72201340953954,5.029788559248257
4928.762590689327,70.12958270024676,4.932735925634096
4972.780863773741,71.53087498875003,4.8131029303381
5005.546129485493,72.95544059060416,5.275035811521449
4942.450321128885,70.49099736358862,5.374715278779427
5018.784900917283,69.48962565697143,4.821316182832143
4969.96806550406,66.59075608364577,4.983432324315079
4985.415312510336,69.83373294855701,4.910026739857966
4969.9146693885305,71.64684636912462,4.915952185027004
5092.613909225447,71.89126685513526,5.237181651085972
4999.3251387631035,71.00873013143682,4.737607690926776
4947.114453552205,68.91740181007552,5.093293938187261
5041.127245605159,66.04635686210482,5.1456476214611735
4938.9578175014485,69.00956980399053,4.971569765279636
5010.4431797502375,69.3913102578921,5.178613565397354
4902.016493806012,69.37414206561998,5.02953036810749
4933.590697555079,71.23711271395585,5.243425984231222
5009.843061793456,73.97135282202967,4.695558939014829
5036.92332899977,70.24705840368219,4.930244947798626
5008.5684140594985,69.56653642168708,4.985637371429793
4994.217585880588,69.48155637399182,4.46555852310573
4984.944815220536,70.24876953381543,4.782809453284293
4926.073900481629,68.3434124793032,4.837280149128243
4964.007789580264,70.24039711749211,5.18964119896467
4976.96806145201,70.9016246726636,4.85863133073708
5052.856111310945,70.41937212714897,4.836384202538804
5017.180914478423,70.91508386800956,5.163497156131238
